Subject,Relation,Object
cn:rice_and_pasta,rdfs:subClassOf,cn:food
cn:floating_island,rdfs:subClassOf,cn:food
cn:liquid,cn:similarTo,cn:semiliquid
cn:argentina,rdfs:subClassOf,cn:state
cn:turtle_soup,rdfs:subClassOf,cn:soup
cn:achromatic_color,rdfs:subClassOf,cn:color
cn:paxillus,rdfs:subClassOf,cn:fungus
cn:feta_cheese,rdfs:subClassOf,cn:cheese
cn:chytridiomycota_division,rdfs:subClassOf,cn:fungus
cn:tempura,rdfs:subClassOf,cn:dish
cn:gloeophyllum_sepiarium,rdfs:subClassOf,cn:fungus
cn:cucumber,rdfs:subClassOf,cn:fruit
cn:ice_cream,rdfs:subClassOf,cn:frozen_dairy_treat
cn:chorizo,rdfs:subClassOf,cn:food
cn:loaf_of_bread,rdfs:subClassOf,cn:ready_to_eat_food
cn:ingredient,rdfs:subClassOf,cn:foodstuff
cn:blastocladiomycota,rdfs:subClassOf,cn:fungus
cn:loaf_of_bread,rdfs:subClassOf,cn:tangible_thing
cn:lantern,cn:usedFor,cn:decoration
cn:sandwich,cn:partOf,cn:meal
cn:roma_tomato,rdfs:subClassOf,cn:fruit
cn:horse_mushroom,rdfs:subClassOf,cn:agaric
cn:texas,rdfs:subClassOf,cn:state
cn:aphanomyces_invadans,rdfs:subClassOf,cn:fungus
cn:papua_new_guinea,rdfs:subClassOf,cn:state
cn:cinnamon_bread,rdfs:subClassOf,cn:bread
cn:both_salad_and_pizza,rdfs:subClassOf,cn:food
cn:ice_cream,cn:hasProperty,cn:frozen_sugary_cream
cn:game,rdfs:subClassOf,cn:meat
cn:yellow,cn:similarTo,cn:dishonorable
cn:bread,rdfs:subClassOf,cn:diet_staple
cn:tamagoyaki,rdfs:subClassOf,cn:food
cn:winter_salami,rdfs:subClassOf,cn:food
cn:aubergine,rdfs:subClassOf,cn:fruit
cn:sauerkraut,rdfs:subClassOf,cn:dish
cn:lettuce,cn:usedFor,cn:make_salad
cn:meat,cn:usedFor,cn:eating_protein
cn:bread,cn:usedFor,cn:buttering
cn:leaf,cn:usedFor,cn:converting_carbon_dioxide_to_oxygen
cn:banchan,rdfs:subClassOf,cn:food
cn:vegetables,cn:receivesAction,cn:grown_in_garden
cn:solid,rdfs:subClassOf,cn:state_of_matter
cn:wonton,rdfs:subClassOf,cn:food
cn:cauliflower,rdfs:subClassOf,cn:crucifer
cn:naan,rdfs:subClassOf,cn:food
cn:banana_split,cn:instanceOf,cn:dessert
cn:ajvar,rdfs:subClassOf,cn:food
cn:matter,cn:madeOf,cn:particles
cn:grape,rdfs:subClassOf,cn:living_thing
cn:vegetables,cn:receivesAction,cn:grown_to_use_for_food
cn:slime_mold,rdfs:subClassOf,cn:fungus
cn:hanger_steak,rdfs:subClassOf,cn:food
cn:meat,cn:hasProperty,cn:shaped_as_cubes
cn:food,cn:hasProperty,cn:unhealthy
cn:mititei,rdfs:subClassOf,cn:food
cn:breadstick,rdfs:subClassOf,cn:bread
cn:hamburger,rdfs:subClassOf,cn:not_seafood
cn:parmesan_cheese,rdfs:subClassOf,cn:cheese
cn:waldorf_salad,rdfs:subClassOf,cn:food
cn:zone,rdfs:subClassOf,cn:state
cn:mildew,rdfs:subClassOf,cn:fungus
cn:pot_au_feu,rdfs:subClassOf,cn:food
cn:home_fries,rdfs:subClassOf,cn:food
cn:district,rdfs:subClassOf,cn:state
cn:cullen_skink,rdfs:subClassOf,cn:food
cn:dark_color,rdfs:subClassOf,cn:color
cn:bell_peppers,rdfs:subClassOf,cn:vegetables
cn:food,cn:usedFor,cn:energy
cn:fruit,cn:hasA,cn:antioxidants
cn:marzipan,rdfs:subClassOf,cn:food
cn:clitocybe_inornata,rdfs:subClassOf,cn:agaric
cn:compote,rdfs:subClassOf,cn:dessert
cn:douhua,rdfs:subClassOf,cn:food
cn:state_in_liberia,rdfs:subClassOf,cn:state
cn:bratwurst,cn:instanceOf,cn:sausage
cn:manna,rdfs:subClassOf,cn:food
cn:spaghetti_and_meatballs,rdfs:subClassOf,cn:dish
cn:boule,rdfs:subClassOf,cn:food
cn:gruel,rdfs:subClassOf,cn:food
cn:mars,rdfs:subClassOf,cn:food
cn:puccinia,rdfs:subClassOf,cn:fungus
cn:county,rdfs:subClassOf,cn:state
cn:accessory_fruit,rdfs:subClassOf,cn:fruit
cn:boston_cream_pie,rdfs:subClassOf,cn:food
cn:margarine,rdfs:subClassOf,cn:food
cn:vol_au_vent,rdfs:subClassOf,cn:food
cn:pholiota_nameko,rdfs:subClassOf,cn:fungus
cn:polypore,rdfs:subClassOf,cn:basidiomycete
cn:rocks,cn:hasProperty,cn:solid
cn:panettone,rdfs:subClassOf,cn:food
cn:terrace_railing,cn:usedFor,cn:decoration
cn:monilia,rdfs:subClassOf,cn:fungus
cn:one_flavor_of_cake,cn:hasProperty,cn:chocolate
cn:chicken,rdfs:subClassOf,cn:meat
cn:potpie,rdfs:subClassOf,cn:dish
cn:meat,cn:receivesAction,cn:stored_in_freezer
cn:curry,rdfs:subClassOf,cn:dish
cn:meat,cn:usedFor,cn:baiting_traps
cn:roughage,rdfs:subClassOf,cn:foodstuff
cn:charlotte,cn:instanceOf,cn:dessert
cn:pizza,cn:createdBy,cn:pizza_store
cn:pig's_ears,rdfs:subClassOf,cn:agaric
cn:hamburger,cn:madeOf,cn:wheat
cn:colour_of_hay,cn:hasProperty,cn:yellow
cn:pickle,rdfs:subClassOf,cn:food
cn:part,rdfs:subClassOf,cn:concept
cn:chocolate_syrup,rdfs:subClassOf,cn:food
cn:dacquoise,cn:instanceOf,cn:dessert
cn:contest_shape,rdfs:subClassOf,cn:shape
cn:walnut,rdfs:subClassOf,cn:fruit
cn:amber,rdfs:subClassOf,cn:yellow
cn:felt_fungus,rdfs:subClassOf,cn:fungus
cn:truffle,rdfs:subClassOf,cn:vegetable
cn:couscous,rdfs:subClassOf,cn:food
cn:bread,cn:receivesAction,cn:eaten
cn:butter,rdfs:subClassOf,cn:yellow
cn:rye_bread,rdfs:subClassOf,cn:bread
cn:xiaolongbao,rdfs:subClassOf,cn:food
cn:mauritius,rdfs:subClassOf,cn:state
cn:popularity,rdfs:subClassOf,cn:state
cn:ice_cream_sandwich,rdfs:subClassOf,cn:sandwich
cn:part,cn:partOf,cn:whole
cn:corn_flakes,rdfs:subClassOf,cn:food
cn:fruit,cn:usedFor,cn:making_juice
cn:soccer_field,cn:hasProperty,cn:green
cn:gerronema,rdfs:subClassOf,cn:fungus
cn:wafer,rdfs:subClassOf,cn:bread
cn:hard_sauce,cn:instanceOf,cn:dessert
cn:blt,rdfs:subClassOf,cn:sandwich
cn:casserole,rdfs:subClassOf,cn:dish
cn:jiaozi,rdfs:subClassOf,cn:food
cn:peaches,rdfs:subClassOf,cn:fruit
cn:object,cn:capableOf,cn:sound_well
cn:refried_beans,rdfs:subClassOf,cn:dish
cn:wheat,cn:usedFor,cn:food
cn:can_of_soda,rdfs:subClassOf,cn:food
cn:plate,rdfs:subClassOf,cn:dish
cn:marshmallow,rdfs:subClassOf,cn:food
cn:asexual_organism,rdfs:subClassOf,cn:living_thing
cn:louisana,rdfs:subClassOf,cn:state
cn:fig,rdfs:subClassOf,cn:fruit
cn:maryland_chicken,rdfs:subClassOf,cn:dish
cn:mung_beans,rdfs:subClassOf,cn:vegetables
cn:tartar_sauce,rdfs:subClassOf,cn:food
cn:toast,cn:instanceOf,cn:bread
cn:matsutake,rdfs:subClassOf,cn:fungus
cn:steak_au_poivre,rdfs:subClassOf,cn:dish
cn:fairy_ring_mushroom,rdfs:subClassOf,cn:agaric
cn:food,cn:capableOf,cn:please_hungry
cn:hardtack,rdfs:subClassOf,cn:food
cn:carrots,rdfs:subClassOf,cn:food
cn:book_end,cn:usedFor,cn:decoration
cn:fungi_imperfecti,rdfs:subClassOf,cn:fungus
cn:potato_chip,rdfs:subClassOf,cn:food
cn:jaffa_cakes,rdfs:subClassOf,cn:food
cn:cooking_oil,rdfs:subClassOf,cn:yellow
cn:clitocybe_clavipes,rdfs:subClassOf,cn:agaric
cn:cat_tongue,cn:instanceOf,cn:dessert
cn:josef_albers,cn:dbpedia/field,cn:color
cn:slug,rdfs:subClassOf,cn:food
cn:dog,cn:desires,cn:meat
cn:tortilla,rdfs:subClassOf,cn:pancake
cn:ethiopia,rdfs:subClassOf,cn:state
cn:yellow_light,rdfs:subClassOf,cn:yellow
cn:saccharomyces_cerevisiae,rdfs:subClassOf,cn:fungus
cn:gyromitra,rdfs:subClassOf,cn:fungus
cn:maldives,rdfs:subClassOf,cn:state
cn:water,cn:hasProperty,cn:liquid
cn:eating_vegetables,cn:usedFor,cn:food
cn:result_of_cooking,rdfs:subClassOf,cn:food
cn:plums,rdfs:subClassOf,cn:fruit
cn:cheeseburger,rdfs:subClassOf,cn:cheese_sandwich
cn:state,rdfs:subClassOf,cn:first_order_administrative_division
cn:hot_table,cn:usedFor,cn:food
cn:hamburger,cn:hasProperty,cn:well_over_300_caleries
cn:bread,rdfs:subClassOf,cn:staple_for_meal
cn:steak_tartare,rdfs:subClassOf,cn:food
cn:balalaika,cn:hasProperty,cn:triangular
cn:fruit,cn:usedFor,cn:make_wine
cn:fruit,cn:usedFor,cn:make_jelly
cn:domesticated_pig_flesh,rdfs:subClassOf,cn:meat
cn:baseball_field,cn:hasProperty,cn:green
cn:ketchup,rdfs:subClassOf,cn:food
cn:claviceps_purpurea,rdfs:subClassOf,cn:fungus
cn:ice_cream,rdfs:subClassOf,cn:food
cn:cullen_skink,cn:instanceOf,cn:soup
cn:parted_leaf,rdfs:subClassOf,cn:leaf
cn:gyro,cn:instanceOf,cn:sandwich
cn:bread,cn:createdBy,cn:baker
cn:tomato_paste,rdfs:subClassOf,cn:ingredient
cn:guyana,rdfs:subClassOf,cn:state
cn:schnitzel,rdfs:subClassOf,cn:dish
cn:ice_cream_sandwich,cn:instanceOf,cn:ice_cream
cn:antidoron,rdfs:subClassOf,cn:food
cn:soup,rdfs:subClassOf,cn:commonly
cn:sushi,rdfs:subClassOf,cn:course
cn:fillet,rdfs:subClassOf,cn:meat
cn:food,cn:receivesAction,cn:stored_in_pantry
cn:tv_sets,cn:hasProperty,cn:solid
cn:chartreuse,rdfs:subClassOf,cn:color
cn:vinaigrette,rdfs:subClassOf,cn:food
cn:vegetarian_sausage,rdfs:subClassOf,cn:sausage
cn:beer_soup,cn:instanceOf,cn:soup
cn:bread,cn:capableOf,cn:get_stale
cn:yorkshire_pudding,rdfs:subClassOf,cn:food
cn:bromine,rdfs:subClassOf,cn:liquid
cn:cubeb,rdfs:subClassOf,cn:fruit
cn:succotash,rdfs:subClassOf,cn:dish
cn:dog_food,rdfs:subClassOf,cn:food
cn:kaiser_roll,rdfs:subClassOf,cn:food
cn:slop,rdfs:subClassOf,cn:food
cn:living_thing,rdfs:subClassOf,cn:organic_matter
cn:rabbit,rdfs:subClassOf,cn:meat
cn:lobster_roll,rdfs:subClassOf,cn:sandwich
cn:religieuse,rdfs:subClassOf,cn:food
cn:samosa,rdfs:subClassOf,cn:food
cn:food,rdfs:subClassOf,cn:not
cn:new_york_style_pizza,rdfs:subClassOf,cn:pizza
cn:characterization,rdfs:subClassOf,cn:living_thing
cn:blastomycete,rdfs:subClassOf,cn:fungus
cn:bread,cn:receivesAction,cn:cooked
cn:neolentinus,rdfs:subClassOf,cn:fungus
cn:ice_cream,cn:receivesAction,cn:considered_treat
cn:waterzooi,rdfs:subClassOf,cn:food
cn:ambrosia_apple,rdfs:subClassOf,cn:fruit
cn:paratha,rdfs:subClassOf,cn:food
cn:pumpkin,rdfs:subClassOf,cn:fruit
cn:potato_bread,cn:instanceOf,cn:bread
cn:chicken_marengo,rdfs:subClassOf,cn:dish
cn:austrian_state,rdfs:subClassOf,cn:state
cn:liquid,cn:createdBy,cn:melting_solid
cn:vegetable,rdfs:subClassOf,cn:grocery
cn:white_chocolate,rdfs:subClassOf,cn:food
cn:nigerian_state,rdfs:subClassOf,cn:state
cn:part,cn:partOf,cn:hair
cn:idaho,rdfs:subClassOf,cn:state
cn:lunch_meat,rdfs:subClassOf,cn:food
cn:tool,rdfs:subClassOf,cn:object
cn:lentinellus,rdfs:subClassOf,cn:fungus
cn:okonomiyaki,rdfs:subClassOf,cn:food
cn:whole,rdfs:subClassOf,cn:concept
cn:cinnabar_chanterelle,rdfs:subClassOf,cn:agaric
cn:nougat,rdfs:subClassOf,cn:food
cn:black_soup,cn:instanceOf,cn:soup
cn:organism,cn:desires,cn:live
cn:fistulinaceae,rdfs:subClassOf,cn:fungus
cn:cucumber,rdfs:subClassOf,cn:plant
cn:liver_pudding,rdfs:subClassOf,cn:sausage
cn:floral_leaf,rdfs:subClassOf,cn:leaf
cn:pastry,rdfs:subClassOf,cn:dessert
cn:alaska,rdfs:subClassOf,cn:state
cn:ricotta,rdfs:subClassOf,cn:cheese
cn:violet,cn:similarTo,cn:purple
cn:hawaii,rdfs:subClassOf,cn:state
cn:pit,cn:partOf,cn:peach
cn:make_shopping_list,cn:motivatedByGoal,cn:food
cn:peas_and_onions,rdfs:subClassOf,cn:food
cn:soviet_socialist_republic,rdfs:subClassOf,cn:state
cn:fruitcake,rdfs:subClassOf,cn:food
cn:gambia,rdfs:subClassOf,cn:state
cn:rice_pudding,rdfs:subClassOf,cn:food
cn:tooth_fungus,rdfs:subClassOf,cn:fungus
cn:dandelion_green,rdfs:subClassOf,cn:leaf
cn:mercury,rdfs:subClassOf,cn:liquid
cn:taste_sweet,cn:motivatedByGoal,cn:chocolate
cn:eating_in_restaurant,cn:hasPrerequisite,cn:food
cn:muffuletta,rdfs:subClassOf,cn:food
cn:bread,cn:usedFor,cn:satiating_hunger
cn:armillaria,rdfs:subClassOf,cn:fungus
cn:ice,rdfs:subClassOf,cn:frozen_dessert
cn:pizza,rdfs:subClassOf,cn:main_course
cn:meat,rdfs:subClassOf,cn:edible_thing
cn:another_way_to_say_fruit,rdfs:subClassOf,cn:fruit
cn:vegetables,cn:receivesAction,cn:eaten
cn:blood,cn:hasProperty,cn:liquid
cn:gourd,rdfs:subClassOf,cn:fruit
cn:cook_meal,cn:motivatedByGoal,cn:food
cn:burrito,rdfs:subClassOf,cn:assembled_food
cn:mutton,rdfs:subClassOf,cn:meat
cn:buff,rdfs:subClassOf,cn:skin
cn:growing_vegetables,cn:causes,cn:vegetables
cn:red_delicious_apple,rdfs:subClassOf,cn:fruit
cn:thin_pizza,rdfs:subClassOf,cn:pizza
cn:sushi,rdfs:subClassOf,cn:dish
cn:believe_time,cn:hasProperty,cn:circular
cn:graham_bread,rdfs:subClassOf,cn:food
cn:dairy_product,rdfs:subClassOf,cn:foodstuff
cn:liquid,rdfs:subClassOf,cn:not_gas
cn:tasting_sweet,cn:hasPrerequisite,cn:food
cn:breakfast_sandwich,rdfs:subClassOf,cn:sandwich
cn:aloo_gobi,rdfs:subClassOf,cn:food
cn:solyanka,cn:instanceOf,cn:soup
cn:musical,cn:similarTo,cn:liquid
cn:leaf,cn:partOf,cn:tree
cn:dessert,cn:capableOf,cn:follow_dinner
cn:fish_and_chips,rdfs:subClassOf,cn:dish
cn:meat,cn:usedFor,cn:butchering
cn:sisig,rdfs:subClassOf,cn:food
cn:stew,rdfs:subClassOf,cn:dish
cn:dog,cn:desires,cn:food
cn:histoplasma_capsulatum,rdfs:subClassOf,cn:fungus
cn:wild_cherry,rdfs:subClassOf,cn:fruit
cn:slatko,rdfs:subClassOf,cn:food
cn:hard_sauce,rdfs:subClassOf,cn:food
cn:hair_clip,cn:usedFor,cn:decoration
cn:fruit,cn:usedFor,cn:eating
cn:cyphellostereum,rdfs:subClassOf,cn:fungus
cn:doll,cn:usedFor,cn:decoration
cn:flavorer,rdfs:subClassOf,cn:ingredient
cn:object,cn:capableOf,cn:belong_to_person
cn:cantharellus,rdfs:subClassOf,cn:fungus
cn:wynnea_americana,rdfs:subClassOf,cn:fungus
cn:developing_country,rdfs:subClassOf,cn:state
cn:strudel,rdfs:subClassOf,cn:food
cn:meat,cn:usedFor,cn:sale
cn:wheat_leaf_rust,rdfs:subClassOf,cn:fungus
cn:greens,rdfs:subClassOf,cn:vegetable
cn:salt,cn:usedFor,cn:food
cn:candy_cap,rdfs:subClassOf,cn:fungus
cn:nidulariaceae,rdfs:subClassOf,cn:fungus
cn:serrate_leaf,rdfs:subClassOf,cn:leaf
cn:food,cn:receivesAction,cn:stored_in_kitchen
cn:coil,rdfs:subClassOf,cn:shape
cn:financier,rdfs:subClassOf,cn:food
cn:blancmange,rdfs:subClassOf,cn:dessert
cn:meat,rdfs:subClassOf,cn:what_get_from_lobster
cn:tablecloth,cn:usedFor,cn:decoration
cn:cheddar,rdfs:subClassOf,cn:cheese
cn:suguaros,cn:hasProperty,cn:green
cn:bagel,rdfs:subClassOf,cn:food
cn:melba_toast,rdfs:subClassOf,cn:food
cn:pyxidium,rdfs:subClassOf,cn:fruit
cn:baked_alaska,rdfs:subClassOf,cn:dessert
cn:blood_sausage,rdfs:subClassOf,cn:sausage
cn:hash,rdfs:subClassOf,cn:dish
cn:food,cn:hasProperty,cn:necessary_to_live
cn:buldak,rdfs:subClassOf,cn:food
cn:stropharia_ambigua,rdfs:subClassOf,cn:agaric
cn:sarcosomataceae,rdfs:subClassOf,cn:fungus
cn:shark_fin_soup,rdfs:subClassOf,cn:food
cn:illinois,rdfs:subClassOf,cn:state
cn:peach,cn:partOf,cn:orchard
cn:flower,cn:hasProperty,cn:solid
cn:pseudevernia_furfuracea,rdfs:subClassOf,cn:fungus
cn:leaf,cn:usedFor,cn:eat_if_leaf_eatable
cn:viand,rdfs:subClassOf,cn:dish
cn:meat,cn:usedFor,cn:meals
cn:braunschweiger,cn:instanceOf,cn:sausage
cn:sub,rdfs:subClassOf,cn:sandwich
cn:semolina_pudding,rdfs:subClassOf,cn:food
cn:ingesta,rdfs:subClassOf,cn:nutriment
cn:bread,rdfs:subClassOf,cn:starches
cn:snowball,rdfs:subClassOf,cn:frozen_dessert
cn:migas,rdfs:subClassOf,cn:food
cn:edamame,rdfs:subClassOf,cn:course
cn:tortilla,cn:instanceOf,cn:flatbread
cn:living_thing,rdfs:subClassOf,cn:spatially_bounded_thing
cn:slider,rdfs:subClassOf,cn:hamburger
cn:jeon,rdfs:subClassOf,cn:food
cn:soup,cn:madeOf,cn:water
cn:comfit,rdfs:subClassOf,cn:food
cn:sliced_bread,rdfs:subClassOf,cn:food
cn:cooking_meal,cn:hasPrerequisite,cn:food
cn:turtle_soup,rdfs:subClassOf,cn:food
cn:commonwealth_country,rdfs:subClassOf,cn:state
cn:orange,rdfs:subClassOf,cn:color
cn:ingredient,cn:partOf,cn:mixture
cn:calvatia_gigantea,rdfs:subClassOf,cn:fungus
cn:agaricus_arvensis,rdfs:subClassOf,cn:fungus
cn:hamburger,cn:instanceOf,cn:main_course
cn:mandu,rdfs:subClassOf,cn:food
cn:christmas_cake,rdfs:subClassOf,cn:food
cn:strawberry,rdfs:subClassOf,cn:birthmark
cn:vodka,cn:hasProperty,cn:liquid
cn:bovine_calf_flesh,rdfs:subClassOf,cn:meat
cn:tahini,rdfs:subClassOf,cn:food
cn:cucumber,cn:partOf,cn:cucumber
cn:enchilada,rdfs:subClassOf,cn:food
cn:agnolotti,rdfs:subClassOf,cn:food
cn:acini_di_pepe,rdfs:subClassOf,cn:food
cn:mercator,cn:dbpedia/product,cn:food
cn:snails_shells,cn:hasProperty,cn:circular
cn:vermicelli,rdfs:subClassOf,cn:food
cn:fruit,cn:usedFor,cn:decoration
cn:bread_pudding,rdfs:subClassOf,cn:food
cn:peanut_butter,rdfs:subClassOf,cn:food
cn:basidiomycota,rdfs:subClassOf,cn:fungus
cn:meat,cn:usedFor,cn:butchers_to_sell
cn:marmite,rdfs:subClassOf,cn:soup
cn:béarnaise_sauce,rdfs:subClassOf,cn:food
cn:gugelhupf,rdfs:subClassOf,cn:food
cn:euascomycetes,rdfs:subClassOf,cn:fungus
cn:healthy_grass,cn:hasProperty,cn:green
cn:meat,cn:receivesAction,cn:cooked_on_grill
cn:meat,cn:usedFor,cn:make_meal
cn:jau_gok,rdfs:subClassOf,cn:food
cn:caraway_seed_bread,rdfs:subClassOf,cn:bread
cn:arroz_con_pollo,rdfs:subClassOf,cn:food
cn:division,rdfs:subClassOf,cn:state
cn:cobnut,rdfs:subClassOf,cn:fruit
cn:carbonado,rdfs:subClassOf,cn:meat
cn:pasta,rdfs:subClassOf,cn:food
cn:botswana,rdfs:subClassOf,cn:state
cn:ice_pop,rdfs:subClassOf,cn:food
cn:mustard_greens,rdfs:subClassOf,cn:vegetables
cn:food,cn:receivesAction,cn:purchased_in_pizzeria
cn:poffertjes,rdfs:subClassOf,cn:food
cn:rum_ball,cn:instanceOf,cn:dessert
cn:pepper,rdfs:subClassOf,cn:vegetable
cn:wok,rdfs:subClassOf,cn:dish
cn:grapes,cn:hasProperty,cn:green
cn:belgium,rdfs:subClassOf,cn:state
cn:mauve,rdfs:subClassOf,cn:purple
cn:fennel,rdfs:subClassOf,cn:vegetable
cn:yellow,cn:definedAs,cn:most_common_color_for_highlighter
cn:tarator,rdfs:subClassOf,cn:food
cn:gas,rdfs:subClassOf,cn:substance
cn:pale_yellow,rdfs:subClassOf,cn:yellow
cn:pholiota_squarrosa,rdfs:subClassOf,cn:agaric
cn:edible_fruit,rdfs:subClassOf,cn:fruit
cn:food,cn:capableOf,cn:give_nourishment_to_hungry_people
cn:escalope_de_veau_orloff,rdfs:subClassOf,cn:dish
cn:campbell_soup,rdfs:subClassOf,cn:soup
cn:hand_cheese,rdfs:subClassOf,cn:cheese
cn:wild_strawberry,rdfs:subClassOf,cn:strawberry
cn:melted_solid,rdfs:subClassOf,cn:liquid
cn:chorizo,rdfs:subClassOf,cn:sausage
cn:pluteus_cervinus,rdfs:subClassOf,cn:fungus
cn:whip,rdfs:subClassOf,cn:dessert
cn:são_paulo,rdfs:subClassOf,cn:state
cn:fresh_food,rdfs:subClassOf,cn:food
cn:meat,rdfs:subClassOf,cn:not_bone
cn:crème_brûlée,rdfs:subClassOf,cn:food
cn:blood_sausage,rdfs:subClassOf,cn:food
cn:dobos_torte,rdfs:subClassOf,cn:food
cn:braeburn_apple,rdfs:subClassOf,cn:fruit
cn:club_fungus,rdfs:subClassOf,cn:fungus
cn:coconut,rdfs:subClassOf,cn:living_thing
cn:onion_and_celery,rdfs:subClassOf,cn:vegetables
cn:haggis,rdfs:subClassOf,cn:food
cn:matzah_ball,rdfs:subClassOf,cn:food
cn:ice_milk,rdfs:subClassOf,cn:frozen_dessert
cn:gastrocybe_lateritia,rdfs:subClassOf,cn:fungus
cn:false_deathcap,rdfs:subClassOf,cn:agaric
cn:red_currant,rdfs:subClassOf,cn:living_thing
cn:taco,rdfs:subClassOf,cn:dish
cn:getting_wet,cn:hasPrerequisite,cn:liquid
cn:clitocybe,rdfs:subClassOf,cn:fungus
cn:cladonia,rdfs:subClassOf,cn:fungus
cn:buildings,cn:hasProperty,cn:solid
cn:spanish_rice,rdfs:subClassOf,cn:dish
cn:eater,rdfs:subClassOf,cn:produce
cn:jelly_fungus,rdfs:subClassOf,cn:fungus
cn:miso_soup,rdfs:subClassOf,cn:food
cn:rio_de_janeiro,rdfs:subClassOf,cn:state
cn:liquid,cn:similarTo,cn:liquefiable
cn:green,rdfs:subClassOf,cn:political_perspective
cn:coffee_fungus,rdfs:subClassOf,cn:fungus
cn:mushrooms_and_tomatoes,rdfs:subClassOf,cn:vegetables
cn:runny,cn:similarTo,cn:liquid
cn:lichenomphalia,rdfs:subClassOf,cn:fungus
cn:kitchen_utensil,rdfs:subClassOf,cn:object
cn:carrots,cn:hasProperty,cn:vegetables
cn:afghanistan,rdfs:subClassOf,cn:state
cn:satay,rdfs:subClassOf,cn:food
cn:oval,rdfs:subClassOf,cn:geometrical_plane_figure
cn:object,rdfs:subClassOf,cn:thing
cn:peach,cn:partOf,cn:peach
cn:shoelace,rdfs:subClassOf,cn:object
cn:penicillium_chrysogenum,rdfs:subClassOf,cn:fungus
cn:feeding_family,cn:hasPrerequisite,cn:food
cn:fruit,cn:receivesAction,cn:made_into_jams
cn:cauliflower,rdfs:subClassOf,cn:vegetable
cn:food,cn:capableOf,cn:grow_moldy
cn:pezizales,rdfs:subClassOf,cn:fungus
cn:sea_power,rdfs:subClassOf,cn:state
cn:vegetables,cn:receivesAction,cn:served_at_most_restaurants
cn:brussels_sprouts,rdfs:subClassOf,cn:vegetables
cn:pod,rdfs:subClassOf,cn:fruit
cn:tortilla,cn:partOf,cn:wrap
cn:alligator_pear,rdfs:subClassOf,cn:living_thing
cn:beets,cn:hasProperty,cn:purple
cn:ice_cream,rdfs:subClassOf,cn:dessert
cn:taleggio_cheese,rdfs:subClassOf,cn:cheese
cn:meatball,rdfs:subClassOf,cn:dish
cn:farmland,cn:partOf,cn:state
cn:fruit,rdfs:subClassOf,cn:healthy_source_of_food
cn:west_virginia,rdfs:subClassOf,cn:state
cn:chocolate,cn:similarTo,cn:carob
cn:canada,rdfs:subClassOf,cn:state
cn:toadstool,rdfs:subClassOf,cn:edible_or_inedible_mushroom
cn:pizza_hut,cn:dbpedia/product,cn:pizza
cn:chocolate,rdfs:subClassOf,cn:food_composite
cn:flowers,cn:hasProperty,cn:yellow
cn:matter,cn:hasProperty,cn:gaseous
cn:shchi,rdfs:subClassOf,cn:food
cn:grass,rdfs:subClassOf,cn:living_thing
cn:edam,rdfs:subClassOf,cn:cheese
cn:leaf,cn:capableOf,cn:photosynthesizing
cn:apples_and_bananas,rdfs:subClassOf,cn:fruit
cn:food,rdfs:subClassOf,cn:smaller_than_animal_eating
cn:quandong,rdfs:subClassOf,cn:fruit
cn:u.s_state,rdfs:subClassOf,cn:state
cn:dish,cn:usedFor,cn:cooking
cn:ice_cream_sundae,rdfs:subClassOf,cn:frozen_dessert
cn:sausage,cn:madeOf,cn:meat
cn:greenish_yellow,rdfs:subClassOf,cn:yellow
cn:zongzi,rdfs:subClassOf,cn:food
cn:standing_rib_roast,rdfs:subClassOf,cn:food
cn:eating_quickly,cn:hasPrerequisite,cn:soup
cn:steak,rdfs:subClassOf,cn:meat
cn:boston_baked_beans,rdfs:subClassOf,cn:dish
cn:dessert,rdfs:subClassOf,cn:pleasant_snack_between_meals
cn:tostada,rdfs:subClassOf,cn:dish
cn:dish,cn:usedFor,cn:eating_off
cn:scotch_woodcock,rdfs:subClassOf,cn:dish
cn:bread,cn:hasProperty,cn:baked_in_oven
cn:food,cn:receivesAction,cn:cooked_on_grill
cn:commodity,rdfs:subClassOf,cn:object
cn:johnnycake,rdfs:subClassOf,cn:food
cn:broccoli,rdfs:subClassOf,cn:cruciferous_vegetable
cn:flowers,cn:hasProperty,cn:pink
cn:blushing_mushroom,rdfs:subClassOf,cn:agaric
cn:pistachio,rdfs:subClassOf,cn:living_thing
cn:gherkin,rdfs:subClassOf,cn:pickle
cn:borani,rdfs:subClassOf,cn:food
cn:turkey,rdfs:subClassOf,cn:food
cn:fruit,cn:hasProperty,cn:very_good_for_health
cn:leaf,cn:usedFor,cn:decomposing_and_making_soil
cn:mug,rdfs:subClassOf,cn:dish
cn:leaves,cn:hasProperty,cn:purple
cn:parmigiana,rdfs:subClassOf,cn:food
cn:tilletia,rdfs:subClassOf,cn:fungus
cn:cucmber,rdfs:subClassOf,cn:vegetable
cn:color,cn:usedFor,cn:attraction
cn:bomb,rdfs:subClassOf,cn:object
cn:graham_bread,cn:instanceOf,cn:bread
cn:liquid,rdfs:subClassOf,cn:state_of_matter
cn:vinyl,cn:usedFor,cn:produce
cn:bok_choy,rdfs:subClassOf,cn:cabbage
cn:cardoon,rdfs:subClassOf,cn:vegetable
cn:tetrazzini,rdfs:subClassOf,cn:dish
cn:straw_mushroom,rdfs:subClassOf,cn:agaric
